Power_Plant _Name,Company,Street Name,Postcode,City,Country,Capacity,Energy_source,Technology,CHP,Commissioned Year,Type,Latitude,Longitude,Energy_source_level_1,Energy_source_level_2,source
Escombreras Grupo 3,"Engie Cartagena, S.L.",Street data not available,28043,Cartagena,Spain,401.97,Hard coal,Combined cycle,No,2006,Standard Utility,37.573129,-0.938909,Fossil fuels,Hard coal,sede.minetur.gob.es
Arcos De La Frontera Grupo 3,Iberdrola Generación Térmica S.L.,Street data not available,48009,Arcos de la Frontera,Spain,812,Hard coal,Combined cycle,No,2006,Standard Utility,36.673002,-5.816132,Fossil fuels,Hard coal,sede.minetur.gob.es
Cartagena Grupo 1,"Naturgy Generación, S.L.U.",Street data not available,28033,Cartagena,Spain,424.51,Hard coal,Combined cycle,No,2006,Standard Utility,37.572744,-0.938408,Fossil fuels,Hard coal,sede.minetur.gob.es
Cartagena Grupo 2,"Naturgy Generación, S.L.U.",Street data not available,28033,Cartagena,Spain,424.56,Hard coal,Combined cycle,No,2006,Standard Utility,37.572744,-0.938408,Fossil fuels,Hard coal,sede.minetur.gob.es
Cartagena Grupo 3,"Naturgy Generación, S.L.U.",Street data not available,28033,Cartagena,Spain,419.28,Hard coal,Combined cycle,No,2006,Standard Utility,37.572744,-0.938408,Fossil fuels,Hard coal,sede.minetur.gob.es
Cristobal Colon,Endesa Generación S.A.,Street data not available,41004,Huelva,Spain,397.77,Hard coal,Combined cycle,No,2006,Standard Utility,37.216397,-6.943633,Fossil fuels,Hard coal,sede.minetur.gob.es
"Aceca, Grupo 4","Naturgy Generación, S.L.U.",Street data not available,28033,Villaseca de la Sagra,Spain,379.3,Hard coal,Combined cycle,No,2006,Standard Utility,39.943972,-3.854838,Fossil fuels,Hard coal,sede.minetur.gob.es
Ciclo Combinado De Castelnou,"Engie Castelnou, S.L.U.",Street data not available,28043,Castelnou,Spain,797.83,Hard coal,Combined cycle,No,2006,Standard Utility,41.216921,-0.294205,Fossil fuels,Hard coal,sede.minetur.gob.es
Ctcc Escombreras,Iberdrola Generación Térmica S.L.,Street data not available,48009,Cartagena,Spain,830.89,Hard coal,Combined cycle,No,2006,Standard Utility,37.5647,-0.951324,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 9, Vapor, 3 (Cc 1)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,75,Hard coal,Combined cycle,No,2005,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Ctcc Plana Del Vent 1,"Naturgy Generación, S.L.U.",Street data not available,28033,Vandellòs i l'Hospitalet de l'Infant,Spain,425.6,Hard coal,Combined cycle,No,2007,Standard Utility,40.959398,0.869636,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ccc Sagunto, Grupo 1","Naturgy Generación, S.L.U.",Street data not available,28033,Sagunto/Sagunt,Spain,417.28,Hard coal,Combined cycle,No,2007,Standard Utility,39.642475,-0.233208,Fossil fuels,Hard coal,sede.minetur.gob.es
Ctcc Plana Del Vent 2,"Alpiq Energía España, S.A.U.",Street data not available,8008,Vandellòs i l'Hospitalet de l'Infant,Spain,420.99,Hard coal,Combined cycle,No,2007,Standard Utility,40.959398,0.869636,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ccc Sagunto, Grupo 2","Naturgy Generación, S.L.U.",Street data not available,28033,Sagunto/Sagunt,Spain,419.59,Hard coal,Combined cycle,No,2007,Standard Utility,39.642475,-0.233208,Fossil fuels,Hard coal,sede.minetur.gob.es
Ctcc Escatrón,Ignis Generación S.L.,Street data not available,28016,Escatrón,Spain,282.22,Hard coal,Combined cycle,No,2007,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ccc Sagunto, Grupo 3","Naturgy Generación, S.L.U.",Street data not available,28033,Sagunto/Sagunt,Spain,418.55,Hard coal,Combined cycle,No,2007,Standard Utility,39.642475,-0.233208,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ctcc As Pontes, Grupo 5",Endesa Generación S.A.,Street data not available,41004,Pontes de García Rodríguez (As),Spain,870.43,Hard coal,Combined cycle,No,2008,Standard Utility,43.444418,-7.864334,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ctcc Sabon, Grupo 3","Naturgy Generación, S.L.U.",Street data not available,28033,Arteixo,Spain,397.44,Hard coal,Combined cycle,No,2008,Standard Utility,43.329639,-8.501986,Fossil fuels,Hard coal,sede.minetur.gob.es
Escatrón,"Repsol Generación Eléctrica, S.L.U.",Street data not available,39011,Escatrón,Spain,818.5,Hard coal,Combined cycle,No,2008,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ctcc Castellón, Grupo 4",Iberdrola Generación Térmica S.L.,Street data not available,48009,Castellón de la Plana/Castelló de la Plana,Spain,853.77,Hard coal,Combined cycle,No,2008,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ctcc Soto De Ribera, Grupo 4","Central Térmica Ciclo Combinado Grupo 4, S.L.",Street data not available,33007,Ribera de Arriba,Spain,431.86,Hard coal,Combined cycle,No,2008,Standard Utility,43.316242,-5.876937,Fossil fuels,Hard coal,sede.minetur.gob.es
"Barranco De Tirajana 7, Vapor 3 (Cc1)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,San Bartolomé de Tirajana,Spain,79.65,Hard coal,Combined cycle,No,2008,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Mala1 (Ctcc Malaga),"Naturgy Generación, S.L.U.",Street data not available,28033,Málaga,Spain,421.036,Hard coal,Combined cycle,No,2009,Standard Utility,36.748363,-4.562831,Fossil fuels,Hard coal,sede.minetur.gob.es
Ctcc Bahía De Algeciras,"Repsol Generación Eléctrica, S.L.U.",Street data not available,39011,San Roque,Spain,830.907,Hard coal,Combined cycle,No,2009,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Besós, Grupo 5",Endesa Generación S.A.,Street data not available,41004,Sant Adrià de Besòs,Spain,873.23,Hard coal,Combined cycle,No,2010,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Puerto De Barcelona, Grupo 1","Naturgy Generación, S.L.U.",Street data not available,28033,Barcelona,Spain,447.16,Hard coal,Combined cycle,No,2010,Standard Utility,41.336825,2.158958,Fossil fuels,Hard coal,sede.minetur.gob.es
"Puerto De Barcelona, Grupo 2","Naturgy Generación, S.L.U.",Street data not available,28033,Barcelona,Spain,444.5,Hard coal,Combined cycle,No,2010,Standard Utility,41.336825,2.158958,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ctcc Soto De Ribera, Grupo 5","Edp España, S.A.U.",Street data not available,33007,Ribera de Arriba,Spain,433.63,Hard coal,Combined cycle,No,2011,Standard Utility,43.316242,-5.876937,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ca'S Tresorer Tg3, Cc2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,78.8,Hard coal,Combined cycle,No,2009,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ca'S Tresorer Tg4, Cc2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,78.8,Hard coal,Combined cycle,No,2009,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ca'S Tresorer Tv2, Cc2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,78.8,Hard coal,Combined cycle,No,2010,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 10, Tg 5 (Cc2)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,76.7,Hard coal,Combined cycle,No,2010,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Granadilla 11, Tg 6 (Cc2)","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Granadilla de Abona,Spain,76.7,Hard coal,Combined cycle,No,2010,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"San Esteban Ii, Grupo 1","Iberdrola Generación, S.A.",Street data not available,48009,Nogueira de Ramuín,Spain,188.25,Hydro,Reservoir,No,2012,Standard Utility,42.41433,-7.649695,Renewable energy,Hydro,sede.minetur.gob.es
La Muela Ii Grupo 7,"Iberdrola Generación, S.A.",Street data not available,48009,Cortes de Pallás,Spain,220.04,Hydro,Pumped storage,No,,Standard Utility,39.243581,-0.931709,Renewable energy,Hydro,sede.minetur.gob.es
La Muela Ii Grupo 4,"Iberdrola Generación, S.A.",Street data not available,48009,Cortes de Pallás,Spain,220.13,Hydro,Pumped storage,No,,Standard Utility,39.243581,-0.931709,Renewable energy,Hydro,sede.minetur.gob.es
La Muela Ii Grupo 5,"Iberdrola Generación, S.A.",Street data not available,48009,Cortes de Pallás,Spain,222.14,Hydro,Pumped storage,No,,Standard Utility,39.243581,-0.931709,Renewable energy,Hydro,sede.minetur.gob.es
La Muela Ii Grupo 6,"Iberdrola Generación, S.A.",Street data not available,48009,Cortes de Pallás,Spain,219.42,Hydro,Pumped storage,No,,Standard Utility,39.243581,-0.931709,Renewable energy,Hydro,sede.minetur.gob.es
Central De San Pedro Ii Grupo 1,"Iberdrola Generación, S.A.",Street data not available,48009,Nogueira de Ramuín,Spain,26.12,Hydro,Reservoir,No,,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
San Isidro 1,"Edp España, S.A.U.",Street data not available,33007,Aller,Spain,1.56,Hydro,Run-of-river,No,1966,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
San Isidro 2,"Edp España, S.A.U.",Street data not available,33007,Aller,Spain,1.56,Hydro,Run-of-river,No,1966,Standard Utility,,,Renewable energy,Hydro,sede.minetur.gob.es
Morella 1,"Electra Energía, S.A.U.",Street data not available,12002,Morella,Spain,3.55,Hard coal,Other ,No,1995,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Morella 2,"Electra Energía, S.A.U.",Street data not available,12002,Morella,Spain,4.7,Hard coal,Other ,No,2000,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Biescas Ii 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Biescas,Spain,31,Hydro,Reservoir,No,1969,Standard Utility,42.629227,-0.315932,Renewable energy,Hydro,sede.minetur.gob.es
Biescas Ii 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Biescas,Spain,31,Hydro,Reservoir,No,1969,Standard Utility,42.629227,-0.315932,Renewable energy,Hydro,sede.minetur.gob.es
Eriste 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Sahún,Spain,44.9,Hydro,Reservoir,No,1969,Standard Utility,42.583678,0.483248,Renewable energy,Hydro,sede.minetur.gob.es
Eriste 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Sahún,Spain,43.64,Hydro,Reservoir,No,1969,Standard Utility,42.583678,0.483248,Renewable energy,Hydro,sede.minetur.gob.es
Lanuza 1,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Panticosa,Spain,24.9,Hydro,Reservoir,No,1977,Standard Utility,42.750252,-0.314465,Renewable energy,Hydro,sede.minetur.gob.es
Lanuza 2,"Corporación Acciona Hidraulica, S.L.",Street data not available,28108,Panticosa,Spain,24.9,Hydro,Reservoir,No,1977,Standard Utility,42.750252,-0.314465,Renewable energy,Hydro,sede.minetur.gob.es
"Ceuta 1, G-1",Endesa Generación S.A.,Street data not available,41004,Ceuta,Spain,5.76,Hard coal,Other ,No,1980,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
Cachina,"Energía Eléctrica Del Ebro, S.A.",Street data not available,43895,Deltebre,Spain,2,Hard coal,Other ,No,2000,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ceuta 6, G-6",Endesa Generación S.A.,Street data not available,41004,Ceuta,Spain,5.76,Hard coal,Other ,No,1986,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ceuta 7, G-7",Endesa Generación S.A.,Street data not available,41004,Ceuta,Spain,6.72,Hard coal,Other ,No,1993,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Melilla 5, G-5",Endesa Generación S.A.,Street data not available,41004,Melilla,Spain,5.76,Hard coal,Other ,No,1980,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Melilla 6, G-6",Endesa Generación S.A.,Street data not available,41004,Melilla,Spain,5.76,Hard coal,Other ,No,1980,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Melilla 9, G-9",Endesa Generación S.A.,Street data not available,41004,Melilla,Spain,14.7,Hard coal,Gas turbine,No,1991,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Melilla 10, G-10",Endesa Generación S.A.,Street data not available,41004,Melilla,Spain,9.28,Hard coal,Other ,No,1997,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ceuta 2, G-2",Endesa Generación S.A.,Street data not available,41004,Ceuta,Spain,5.76,Hard coal,Other ,No,1980,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 1, Turbina De Gas Nº 1","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,38.5,Hard coal,Gas turbine,No,2000,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 2, Turbina De Gas Nº 2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,38.5,Hard coal,Gas turbine,No,2000,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 3, Turbina De Gas Nº 3","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,38.5,Hard coal,Gas turbine,No,2000,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Son Reus 4, Turbina De Gas Nº 4","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Palma,Spain,38.5,Hard coal,Gas turbine,No,2000,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Mahón 9, Burmeister Nº 1","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Maó,Spain,15.8,Hard coal,Other ,No,1991,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Mahón 10, Burmeister Nº 2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Maó,Spain,15.8,Hard coal,Other ,No,1991,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Mahón 11, Burmeister Nº 3","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Maó,Spain,15.8,Hard coal,Other ,No,1991,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ibiza 13, Burmeister Nº 8","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Eivissa,Spain,16,Hard coal,Other ,No,1993,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ibiza 14, Burmeister Nº 9","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Eivissa,Spain,16,Hard coal,Other ,No,1993,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Alcudia 3, Turbina De Gas Nº 1","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Alcúdia,Spain,37.5,Hard coal,Gas turbine,No,1989,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Alcudia 4, Turbina De Gas Nº 2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Alcúdia,Spain,37.5,Hard coal,Gas turbine,No,1989,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ibiza 12, Turbina De Gas Nº 1","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Eivissa,Spain,25,Hard coal,Gas turbine,No,1988,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Ibiza 15, Turbina De Gas Nº 2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Eivissa,Spain,14,Hard coal,Gas turbine,No,1968,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Mahón 12, Turbina De Gas Nº 2","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Maó,Spain,37.5,Hard coal,Gas turbine,No,1994,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Formentera 1, Turbina De Gas Nº 1","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Formentera,Spain,14,Hard coal,Gas turbine,No,1966,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
C.H. Millares Ii Grupo 1,"Iberdrola Generación, S.A.",Street data not available,48009,Millares,Spain,35.2,Hydro,Reservoir,No,2003,Standard Utility,39.223433,-0.718373,Renewable energy,Hydro,sede.minetur.gob.es
C.H. Millares Ii Grupo 2,"Iberdrola Generación, S.A.",Street data not available,48009,Millares,Spain,35.4,Hydro,Reservoir,No,2003,Standard Utility,39.223433,-0.718373,Renewable energy,Hydro,sede.minetur.gob.es
"Mahón 13, Turbina De Gas Nº 1","Gas Y Electricidad Generación, S.A.U",Street data not available,7006,Ciutadella de Menorca,Spain,38.5,Hard coal,Gas turbine,No,1999,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 2, Diésel 1","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,12,Hard coal,Other ,No,1973,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 3, Diésel 2","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,12,Hard coal,Other ,No,1973,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 4, Diésel 3","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,12,Hard coal,Other ,No,1974,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 12, Diésel 4","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,24,Hard coal,Other ,No,1990,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 13, Diésel 5","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,24,Hard coal,Other ,No,1990,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 7, Gas 1","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,23.45,Hard coal,Gas turbine,No,1981,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 10, Gas 2","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,37.5,Hard coal,Gas turbine,No,1989,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Jinamar 11, Gas 3","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Palmas de Gran Canaria (Las),Spain,37.5,Hard coal,Gas turbine,No,1989,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Barranco De Tirajana 1, Gas 1","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,San Bartolomé de Tirajana,Spain,37.5,Hard coal,Gas turbine,No,1992,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Barranco De Tirajana 2, Gas 2","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,San Bartolomé de Tirajana,Spain,37.5,Hard coal,Gas turbine,No,1995,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Candelaria 9, Vapor 5","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Candelaria,Spain,40,Hard coal,Other ,No,1979,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
"Candelaria 10, Vapor 6","Unión Eléctrica De Canarias Generación, S.A.U.",Street data not available,35008,Candelaria,Spain,40,Hard coal,Other ,No,1984,Standard Utility,,,Fossil fuels,Hard coal,sede.minetur.gob.es
